tanggal,komoditas_normalisasi,commodity,kategori_kota,harga_rata_rata,harga_terendah,harga_tertinggi
2024-06-24,Cabai Rawit Merah,Red Chilies,Jabodetabek,45012.5,40000,50000
2024-06-25,Cabai Rawit Merah,Red Chilies,Jabodetabek,44000,40000,50000
2024-06-26,Cabai Rawit Merah,Red Chilies,Jabodetabek,45113.64,40000,50000
2024-06-27,Cabai Rawit Merah,Red Chilies,Jabodetabek,44536.59,40000,50000
2024-06-28,Cabai Rawit Merah,Red Chilies,Jabodetabek,43780.49,40000,50000
2024-06-29,Cabai Rawit Merah,Red Chilies,Jabodetabek,44080,40000,50000
2024-06-30,Cabai Rawit Merah,Red Chilies,Jabodetabek,44148.15,40000,50000
2024-07-01,Cabai Rawit Merah,Red Chilies,Jabodetabek,45453.49,40000,50000
2024-07-02,Cabai Rawit Merah,Red Chilies,Jabodetabek,46325.58,42000,50000
2024-07-03,Cabai Rawit Merah,Red Chilies,Jabodetabek,47644.74,45000,50000
2024-07-04,Cabai Rawit Merah,Red Chilies,Jabodetabek,50150,45000,55000
2024-07-05,Cabai Rawit Merah,Red Chilies,Jabodetabek,51928.57,50000,55000
2024-07-06,Cabai Rawit Merah,Red Chilies,Jabodetabek,50185.19,45000,55000
2024-07-07,Cabai Rawit Merah,Red Chilies,Jabodetabek,50166.67,45000,55000
2024-07-08,Cabai Rawit Merah,Red Chilies,Jabodetabek,57475,56000,58450
2024-01-01,Kentang,Potato,Jabodetabek,17162.16,16000,18000
2024-01-02,Kentang,Potato,Jabodetabek,17139.53,16000,18000
2024-01-03,Kentang,Potato,Jabodetabek,17386.36,16000,19000
2024-01-04,Kentang,Potato,Jabodetabek,17121.95,16000,18000
2024-01-05,Kentang,Potato,Jabodetabek,17904.76,16000,20000
2024-01-06,Kentang,Potato,Jabodetabek,18113.64,16000,20000
2024-01-07,Kentang,Potato,Jabodetabek,18613.64,17000,20000
2024-01-09,Kentang,Potato,Jabodetabek,19000,17000,20000
2024-01-10,Kentang,Potato,Jabodetabek,19659.09,17000,22000
2024-01-11,Kentang,Potato,Jabodetabek,20044.44,18000,22000
2024-01-12,Kentang,Potato,Jabodetabek,20666.67,20000,22000
2024-01-13,Kentang,Potato,Jabodetabek,20622.22,20000,22000
2024-01-14,Kentang,Potato,Jabodetabek,20093.02,18000,22000
2024-01-15,Kentang,Potato,Jabodetabek,20800,20000,22000
2024-01-16,Kentang,Potato,Jabodetabek,20707.32,18000,23000
2024-01-17,Kentang,Potato,Jabodetabek,20186.05,18000,22000
2024-01-18,Kentang,Potato,Jabodetabek,20727.27,20000,22000
2024-01-19,Kentang,Potato,Jabodetabek,19704.55,17000,22000
2024-01-20,Kentang,Potato,Jabodetabek,20000,18000,22000
2024-01-21,Kentang,Potato,Jabodetabek,19476.19,18000,20000
2024-01-22,Kentang,Potato,Jabodetabek,19380.95,18000,20000
2024-01-23,Kentang,Potato,Jabodetabek,19500,18000,20000
2024-01-24,Kentang,Potato,Jabodetabek,19422.22,18000,20000
2024-01-25,Kentang,Potato,Jabodetabek,19409.09,18000,20000
2024-01-26,Kentang,Potato,Jabodetabek,19347.83,18000,20000
2024-01-27,Kentang,Potato,Jabodetabek,19395.35,18000,20000
2024-01-28,Kentang,Potato,Jabodetabek,19317.07,18000,20000
2024-01-29,Kentang,Potato,Jabodetabek,19372.09,18000,20000
2024-01-30,Kentang,Potato,Jabodetabek,19377.78,18000,20000
2024-01-31,Kentang,Potato,Jabodetabek,19380.95,18000,20000
2024-02-01,Kentang,Potato,Jabodetabek,19113.64,17000,20000
2024-02-02,Kentang,Potato,Jabodetabek,19363.64,18000,20000
2024-02-03,Kentang,Potato,Jabodetabek,19409.09,18000,20000
2024-02-04,Kentang,Potato,Jabodetabek,19466.67,18000,20000
2024-02-05,Kentang,Potato,Jabodetabek,19452.38,18000,20000
2024-02-06,Kentang,Potato,Jabodetabek,19465.12,18000,20000
2024-02-07,Kentang,Potato,Jabodetabek,19931.82,18000,22000
2024-02-09,Kentang,Potato,Jabodetabek,19976.74,18000,22000
2024-02-10,Kentang,Potato,Jabodetabek,19410.26,18000,20000
2024-02-11,Kentang,Potato,Jabodetabek,19256.41,18000,20000
2024-02-12,Kentang,Potato,Jabodetabek,19275,18000,20000
2024-02-13,Kentang,Potato,Jabodetabek,19309.52,18000,20000
2024-02-14,Kentang,Potato,Jabodetabek,19323.53,18000,20000
2024-02-15,Kentang,Potato,Jabodetabek,19268.29,18000,20000
2024-02-16,Kentang,Potato,Jabodetabek,19857.14,18000,22000
2024-02-17,Kentang,Potato,Jabodetabek,19317.07,18000,20000
2024-02-18,Kentang,Potato,Jabodetabek,19268.29,18000,20000
2024-02-19,Kentang,Potato,Jabodetabek,19261.9,18000,20000
2024-02-20,Kentang,Potato,Jabodetabek,19302.33,18000,20000
2024-02-21,Kentang,Potato,Jabodetabek,19431.82,18000,20000
2024-02-22,Kentang,Potato,Jabodetabek,19357.14,18000,20000
2024-02-23,Kentang,Potato,Jabodetabek,19428.57,18000,20000
2024-02-24,Kentang,Potato,Jabodetabek,20000,20000,20000
2024-02-25,Kentang,Potato,Jabodetabek,20000,20000,20000
2024-02-26,Kentang,Potato,Jabodetabek,19441.86,18000,20000
2024-02-27,Kentang,Potato,Jabodetabek,19955.56,18000,22000
2024-02-28,Kentang,Potato,Jabodetabek,19909.09,18000,22000
2024-02-29,Kentang,Potato,Jabodetabek,19348.84,18000,20000
2024-03-01,Kentang,Potato,Jabodetabek,19953.49,18000,22000
2024-03-02,Kentang,Potato,Jabodetabek,19333.33,18000,20000
2024-03-03,Kentang,Potato,Jabodetabek,19904.76,18000,22000
2024-03-04,Kentang,Potato,Jabodetabek,19137.93,18000,20000
2024-03-05,Kentang,Potato,Jabodetabek,19926.83,18000,22000
2024-03-06,Kentang,Potato,Jabodetabek,19261.9,18000,20000
2024-03-07,Kentang,Potato,Jabodetabek,19292.68,18000,20000
2024-03-09,Kentang,Potato,Jabodetabek,19292.68,18000,20000
2024-03-10,Kentang,Potato,Jabodetabek,19868.42,18000,22000
2024-03-11,Kentang,Potato,Jabodetabek,20000,18000,22000
2024-03-12,Kentang,Potato,Jabodetabek,20225,18000,22000
2024-03-13,Kentang,Potato,Jabodetabek,20119.05,18000,22000
2024-03-14,Kentang,Potato,Jabodetabek,20023.26,18000,22000
2024-03-15,Kentang,Potato,Jabodetabek,19977.27,18000,22000
2024-03-16,Kentang,Potato,Jabodetabek,20025,18000,22000
2024-03-17,Kentang,Potato,Jabodetabek,20023.81,18000,22000
2024-03-18,Kentang,Potato,Jabodetabek,19886.36,18000,22000
2024-03-19,Kentang,Potato,Jabodetabek,19853.66,18000,22000
2024-03-20,Kentang,Potato,Jabodetabek,19853.66,18000,22000
2024-03-21,Kentang,Potato,Jabodetabek,19209.3,18000,20000
2024-03-22,Kentang,Potato,Jabodetabek,19255.81,18000,20000
2024-03-23,Kentang,Potato,Jabodetabek,19219.51,18000,20000
2024-03-24,Kentang,Potato,Jabodetabek,19317.07,18000,20000
2024-03-25,Kentang,Potato,Jabodetabek,20000,18000,22000
2024-03-26,Kentang,Potato,Jabodetabek,20000,18000,22000
2024-03-27,Kentang,Potato,Jabodetabek,19829.27,18000,22000
2024-03-28,Kentang,Potato,Jabodetabek,19923.08,18000,22000
2024-03-29,Kentang,Potato,Jabodetabek,20000,18000,22000
2024-03-30,Kentang,Potato,Jabodetabek,19948.72,18000,22000
2024-03-31,Kentang,Potato,Jabodetabek,20375,18000,23000
2024-04-01,Kentang,Potato,Jabodetabek,19975,18000,22000
2024-04-02,Kentang,Potato,Jabodetabek,19926.83,18000,22000
2024-04-03,Kentang,Potato,Jabodetabek,19300,18000,20000
2024-04-04,Kentang,Potato,Jabodetabek,19871.79,18000,22000
2024-04-05,Kentang,Potato,Jabodetabek,19975,18000,22000
2024-04-06,Kentang,Potato,Jabodetabek,19925,18000,22000
2024-04-07,Kentang,Potato,Jabodetabek,19975,18000,22000
2024-04-12,Kentang,Potato,Jabodetabek,19926.83,18000,22000
2024-04-13,Kentang,Potato,Jabodetabek,19975,18000,22000
2024-04-14,Kentang,Potato,Jabodetabek,19926.83,18000,22000
2024-04-15,Kentang,Potato,Jabodetabek,19975.61,18000,22000
2024-04-16,Kentang,Potato,Jabodetabek,20075,18000,22000
2024-04-17,Kentang,Potato,Jabodetabek,20250,18000,22000
2024-04-18,Kentang,Potato,Jabodetabek,20500,19000,22000
2024-04-19,Kentang,Potato,Jabodetabek,20119.05,18000,22000
2024-04-20,Kentang,Potato,Jabodetabek,20365.85,19000,22000
2024-04-21,Kentang,Potato,Jabodetabek,20450,19000,22000
2024-04-23,Kentang,Potato,Jabodetabek,20346.15,19000,22000
2024-04-24,Kentang,Potato,Jabodetabek,19740.74,19000,20000
2024-04-25,Kentang,Potato,Jabodetabek,19724.14,19000,20000
2024-04-26,Kentang,Potato,Jabodetabek,19444.44,18000,20000
2024-04-27,Kentang,Potato,Jabodetabek,19458.33,18000,20000
2024-04-28,Kentang,Potato,Jabodetabek,19740.74,19000,20000
2024-04-29,Kentang,Potato,Jabodetabek,19392.86,18000,20000
2024-04-30,Kentang,Potato,Jabodetabek,19392.86,18000,20000
2024-05-01,Kentang,Potato,Jabodetabek,19400,18000,20000
2024-05-02,Kentang,Potato,Jabodetabek,19965.52,18000,22000
2024-05-03,Kentang,Potato,Jabodetabek,19206.9,18000,20000
2024-05-04,Kentang,Potato,Jabodetabek,19269.23,18000,20000
2024-05-05,Kentang,Potato,Jabodetabek,19320,18000,20000
2024-05-06,Kentang,Potato,Jabodetabek,19258.06,18000,20000
2024-05-07,Kentang,Potato,Jabodetabek,19303.03,18000,20000
2024-05-09,Kentang,Potato,Jabodetabek,19344.83,18000,20000
2024-05-10,Kentang,Potato,Jabodetabek,19166.67,18000,20000
2024-05-11,Kentang,Potato,Jabodetabek,19300,18000,20000
2024-05-12,Kentang,Potato,Jabodetabek,19206.9,18000,20000
2024-05-13,Kentang,Potato,Jabodetabek,19303.03,18000,20000
2024-05-14,Kentang,Potato,Jabodetabek,19343.75,18000,20000
2024-05-15,Kentang,Potato,Jabodetabek,19322.58,18000,20000
2024-05-16,Kentang,Potato,Jabodetabek,19342.86,18000,20000
2024-05-17,Kentang,Potato,Jabodetabek,19258.06,18000,20000
2024-05-18,Kentang,Potato,Jabodetabek,19218.75,18000,20000
2024-05-19,Kentang,Potato,Jabodetabek,19250,18000,20000
2024-05-20,Kentang,Potato,Jabodetabek,19312.5,18000,20000
2024-05-21,Kentang,Potato,Jabodetabek,19312.5,18000,20000
2024-05-22,Kentang,Potato,Jabodetabek,19366.67,18000,20000
2024-05-23,Kentang,Potato,Jabodetabek,19363.64,18000,20000
2024-05-24,Kentang,Potato,Jabodetabek,19677.42,19000,20000
2024-05-25,Kentang,Potato,Jabodetabek,19366.67,18000,20000
2024-05-26,Kentang,Potato,Jabodetabek,19387.1,18000,20000
2024-05-27,Kentang,Potato,Jabodetabek,19406.25,18000,20000
2024-05-28,Kentang,Potato,Jabodetabek,20354.84,19000,22000
2024-05-29,Kentang,Potato,Jabodetabek,19965.52,18000,22000
2024-05-30,Kentang,Potato,Jabodetabek,20617.65,20000,22000
2024-05-31,Kentang,Potato,Jabodetabek,20000,19000,21000
2024-06-01,Kentang,Potato,Jabodetabek,19741.94,19000,20000
2024-06-02,Kentang,Potato,Jabodetabek,20343.75,19000,22000
2024-06-03,Kentang,Potato,Jabodetabek,20363.64,19000,22000
2024-06-04,Kentang,Potato,Jabodetabek,20394.74,19000,22000
2024-06-05,Kentang,Potato,Jabodetabek,20805.56,20000,22000
2024-06-06,Kentang,Potato,Jabodetabek,20805.56,20000,22000
2024-06-07,Kentang,Potato,Jabodetabek,20939.39,20000,22000
2024-06-09,Kentang,Potato,Jabodetabek,20529.41,19000,22000
2024-06-10,Kentang,Potato,Jabodetabek,21176.47,20000,23000
2024-06-11,Kentang,Potato,Jabodetabek,21318.18,20000,23000
2024-06-12,Kentang,Potato,Jabodetabek,20800,20000,22000
2024-06-13,Kentang,Potato,Jabodetabek,20814.81,20000,22000
2024-06-14,Kentang,Potato,Jabodetabek,21000,20000,22000
2024-06-15,Kentang,Potato,Jabodetabek,21086.96,20000,22000
2024-06-16,Kentang,Potato,Jabodetabek,21192.31,20000,22000
2024-06-17,Kentang,Potato,Jabodetabek,21500,20000,23000
2024-06-18,Kentang,Potato,Jabodetabek,21545.45,20000,23000
2024-06-19,Kentang,Potato,Jabodetabek,22269.23,20000,25000
2024-06-20,Kentang,Potato,Jabodetabek,22040,20000,25000
2024-06-21,Kentang,Potato,Jabodetabek,21333.33,20000,23000
2024-06-22,Kentang,Potato,Jabodetabek,21962.96,20000,25000
2024-06-23,Kentang,Potato,Jabodetabek,21791.67,20000,24000
2024-06-24,Kentang,Potato,Jabodetabek,21629.63,20000,24000
2024-06-25,Kentang,Potato,Jabodetabek,22571.43,20000,25000
2024-06-26,Kentang,Potato,Jabodetabek,22483.87,20000,25000
2024-06-27,Kentang,Potato,Jabodetabek,22777.78,20000,25000
2024-06-28,Kentang,Potato,Jabodetabek,22642.86,20000,25000
2024-06-29,Kentang,Potato,Jabodetabek,22640,20000,25000
2024-06-30,Kentang,Potato,Jabodetabek,22925.93,20000,25000
2024-07-01,Kentang,Potato,Jabodetabek,22633.33,20000,25000
2024-07-02,Kentang,Potato,Jabodetabek,23533.33,22000,25000
2024-07-03,Kentang,Potato,Jabodetabek,23642.86,22000,25000
2024-07-04,Kentang,Potato,Jabodetabek,23466.67,22000,25000
2024-07-05,Kentang,Potato,Jabodetabek,23172.41,22000,25000
2024-07-06,Kentang,Potato,Jabodetabek,23259.26,22000,25000
2024-07-07,Kentang,Potato,Jabodetabek,22666.67,21000,24000
2024-01-01,Semangka,Watermelon,Jabodetabek,11233.33,10000,12000
2024-01-02,Semangka,Watermelon,Jabodetabek,11393.94,10000,13000
2024-01-03,Semangka,Watermelon,Jabodetabek,11333.33,10000,13000
2024-01-04,Semangka,Watermelon,Jabodetabek,11322.58,10000,13000
2024-01-05,Semangka,Watermelon,Jabodetabek,11354.84,10000,13000
2024-01-06,Semangka,Watermelon,Jabodetabek,11382.35,10000,13000
2024-01-07,Semangka,Watermelon,Jabodetabek,11424.24,10000,13000
2024-01-09,Semangka,Watermelon,Jabodetabek,11424.24,10000,13000
2024-01-10,Semangka,Watermelon,Jabodetabek,11125,10000,12000
2024-01-11,Semangka,Watermelon,Jabodetabek,11228.57,10000,12000
2024-01-12,Semangka,Watermelon,Jabodetabek,11176.47,10000,12000
2024-01-13,Semangka,Watermelon,Jabodetabek,11171.43,10000,12000
2024-01-14,Semangka,Watermelon,Jabodetabek,11147.06,10000,12000
2024-01-15,Semangka,Watermelon,Jabodetabek,11600,10000,13000
2024-01-16,Semangka,Watermelon,Jabodetabek,11250,10000,12000
2024-01-17,Semangka,Watermelon,Jabodetabek,11500,10000,13000
2024-01-18,Semangka,Watermelon,Jabodetabek,11176.47,10000,12000
2024-01-19,Semangka,Watermelon,Jabodetabek,11181.82,10000,12000
2024-01-20,Semangka,Watermelon,Jabodetabek,11593.75,10000,13000
2024-01-21,Semangka,Watermelon,Jabodetabek,11558.82,10000,13000
2024-01-22,Semangka,Watermelon,Jabodetabek,11545.45,10000,13000
2024-01-23,Semangka,Watermelon,Jabodetabek,11617.65,10000,13000
2024-01-24,Semangka,Watermelon,Jabodetabek,11542.86,10000,13000
2024-01-25,Semangka,Watermelon,Jabodetabek,11588.24,10000,13000
2024-01-26,Semangka,Watermelon,Jabodetabek,11600,10000,13000
2024-01-27,Semangka,Watermelon,Jabodetabek,11600,10000,13000
2024-01-28,Semangka,Watermelon,Jabodetabek,11484.85,10000,13000
2024-01-29,Semangka,Watermelon,Jabodetabek,11666.67,10000,13000
2024-01-30,Semangka,Watermelon,Jabodetabek,11441.18,10000,13000
2024-01-31,Semangka,Watermelon,Jabodetabek,11656.25,10000,13000
2024-02-01,Semangka,Watermelon,Jabodetabek,11575.76,10000,13000
2024-02-02,Semangka,Watermelon,Jabodetabek,11575.76,10000,13000
2024-02-03,Semangka,Watermelon,Jabodetabek,11647.06,10000,13000
2024-02-04,Semangka,Watermelon,Jabodetabek,11617.65,10000,13000
2024-02-05,Semangka,Watermelon,Jabodetabek,11735.29,10000,13000
2024-02-06,Semangka,Watermelon,Jabodetabek,11588.24,10000,13000
2024-02-07,Semangka,Watermelon,Jabodetabek,11647.06,10000,13000
2024-02-09,Semangka,Watermelon,Jabodetabek,11647.06,10000,13000
2024-02-10,Semangka,Watermelon,Jabodetabek,11709.68,10000,13000
2024-02-11,Semangka,Watermelon,Jabodetabek,11700,10000,13000
2024-02-12,Semangka,Watermelon,Jabodetabek,11687.5,10000,13000
2024-02-13,Semangka,Watermelon,Jabodetabek,11687.5,10000,13000
2024-02-14,Semangka,Watermelon,Jabodetabek,11615.38,10000,13000
2024-02-15,Semangka,Watermelon,Jabodetabek,11750,10000,13000
2024-02-16,Semangka,Watermelon,Jabodetabek,12030.3,11000,13000
2024-02-17,Semangka,Watermelon,Jabodetabek,11781.25,10000,13000
2024-02-18,Semangka,Watermelon,Jabodetabek,11625,10000,13000
2024-02-19,Semangka,Watermelon,Jabodetabek,11712.12,10000,13000
2024-02-20,Semangka,Watermelon,Jabodetabek,11867.65,10500,13000
2024-02-21,Semangka,Watermelon,Jabodetabek,11691.18,10000,13000
2024-02-22,Semangka,Watermelon,Jabodetabek,11640.63,10000,13000
2024-02-23,Semangka,Watermelon,Jabodetabek,11833.33,10500,13000
2024-02-24,Semangka,Watermelon,Jabodetabek,11681.82,10000,13000
2024-02-25,Semangka,Watermelon,Jabodetabek,11693.55,10000,13000
2024-02-26,Semangka,Watermelon,Jabodetabek,11609.38,10000,13000
2024-02-27,Semangka,Watermelon,Jabodetabek,11560.61,10000,13000
2024-02-28,Semangka,Watermelon,Jabodetabek,11560.61,10000,13000
2024-02-29,Semangka,Watermelon,Jabodetabek,11484.38,10000,13000
2024-03-01,Semangka,Watermelon,Jabodetabek,11633.33,10000,13000
2024-03-02,Semangka,Watermelon,Jabodetabek,11596.77,10000,13000
2024-03-03,Semangka,Watermelon,Jabodetabek,11532.26,10000,13000
2024-03-04,Semangka,Watermelon,Jabodetabek,11695.65,10000,13000
2024-03-05,Semangka,Watermelon,Jabodetabek,11578.13,10000,13000
2024-03-06,Semangka,Watermelon,Jabodetabek,11671.88,10000,13000
2024-03-07,Semangka,Watermelon,Jabodetabek,11671.88,10000,13000
2024-03-09,Semangka,Watermelon,Jabodetabek,11661.29,10000,13000
2024-03-10,Semangka,Watermelon,Jabodetabek,11568.97,10000,13000
2024-03-11,Semangka,Watermelon,Jabodetabek,11650,10000,13000
2024-03-12,Semangka,Watermelon,Jabodetabek,11790.32,10000,13000
2024-03-13,Semangka,Watermelon,Jabodetabek,11640.63,10000,13000
2024-03-14,Semangka,Watermelon,Jabodetabek,11671.87,10000,13000
2024-03-15,Semangka,Watermelon,Jabodetabek,11651.52,10000,13000
2024-03-16,Semangka,Watermelon,Jabodetabek,11640.63,10000,13000
2024-03-17,Semangka,Watermelon,Jabodetabek,11703.13,10000,13000
2024-03-18,Semangka,Watermelon,Jabodetabek,11661.76,10000,13000
2024-03-19,Semangka,Watermelon,Jabodetabek,11650,10000,13000
2024-03-20,Semangka,Watermelon,Jabodetabek,11683.33,10000,13000
2024-03-21,Semangka,Watermelon,Jabodetabek,11621.21,10000,13000
2024-03-22,Semangka,Watermelon,Jabodetabek,11560.61,10000,13000
2024-03-23,Semangka,Watermelon,Jabodetabek,11672.41,10000,13000
2024-03-24,Semangka,Watermelon,Jabodetabek,11725.81,10000,13000
2024-03-25,Semangka,Watermelon,Jabodetabek,11640.63,10000,13000
2024-03-26,Semangka,Watermelon,Jabodetabek,11725.81,10000,13000
2024-03-27,Semangka,Watermelon,Jabodetabek,11833.33,10500,13000
2024-03-28,Semangka,Watermelon,Jabodetabek,11862.07,10500,13000
2024-03-29,Semangka,Watermelon,Jabodetabek,11750,10000,13000
2024-03-30,Semangka,Watermelon,Jabodetabek,11655.17,10000,13000
2024-03-31,Semangka,Watermelon,Jabodetabek,11677.42,10000,13000
2024-04-01,Semangka,Watermelon,Jabodetabek,12000,11000,13000
2024-04-02,Semangka,Watermelon,Jabodetabek,11625,10000,13000
2024-04-03,Semangka,Watermelon,Jabodetabek,12181.82,11000,13000
2024-04-04,Semangka,Watermelon,Jabodetabek,11600,10000,13000
2024-04-05,Semangka,Watermelon,Jabodetabek,11677.42,10000,13000
2024-04-06,Semangka,Watermelon,Jabodetabek,11625,10000,13000
2024-04-07,Semangka,Watermelon,Jabodetabek,11677.42,10000,13000
2024-04-12,Semangka,Watermelon,Jabodetabek,11625,10000,13000
2024-04-13,Semangka,Watermelon,Jabodetabek,11612.9,10000,13000
2024-04-14,Semangka,Watermelon,Jabodetabek,11625,10000,13000
2024-04-15,Semangka,Watermelon,Jabodetabek,12000,11000,13000
2024-04-16,Semangka,Watermelon,Jabodetabek,11733.33,10000,13000
2024-04-17,Semangka,Watermelon,Jabodetabek,12166.67,11000,13000
2024-04-18,Semangka,Watermelon,Jabodetabek,11727.27,10000,13000
2024-04-19,Semangka,Watermelon,Jabodetabek,11718.75,10000,13000
2024-04-20,Semangka,Watermelon,Jabodetabek,11645.16,10000,13000
2024-04-21,Semangka,Watermelon,Jabodetabek,12066.67,11000,13000
2024-04-23,Semangka,Watermelon,Jabodetabek,11650,11000,12000
2024-04-24,Semangka,Watermelon,Jabodetabek,11350,10000,12000
2024-04-25,Semangka,Watermelon,Jabodetabek,11304.35,10000,12000
2024-04-26,Semangka,Watermelon,Jabodetabek,11285.71,10000,12000
2024-04-27,Semangka,Watermelon,Jabodetabek,11315.79,10000,12000
2024-04-28,Semangka,Watermelon,Jabodetabek,11636.36,11000,12000
2024-04-29,Semangka,Watermelon,Jabodetabek,11363.64,10000,12000
2024-04-30,Semangka,Watermelon,Jabodetabek,11333.33,10000,12000
2024-05-01,Semangka,Watermelon,Jabodetabek,11684.21,11000,12000
2024-05-02,Semangka,Watermelon,Jabodetabek,11727.27,11000,12000
2024-05-03,Semangka,Watermelon,Jabodetabek,11695.65,11000,12000
2024-05-04,Semangka,Watermelon,Jabodetabek,11333.33,10000,12000
2024-05-05,Semangka,Watermelon,Jabodetabek,11368.42,10000,12000
2024-05-06,Semangka,Watermelon,Jabodetabek,11304.35,10000,12000
2024-05-07,Semangka,Watermelon,Jabodetabek,11333.33,10000,12000
2024-05-09,Semangka,Watermelon,Jabodetabek,11280,10000,12000
2024-05-10,Semangka,Watermelon,Jabodetabek,11250,10000,12000
2024-05-11,Semangka,Watermelon,Jabodetabek,11640,10000,13000
2024-05-12,Semangka,Watermelon,Jabodetabek,11260.87,10000,12000
2024-05-13,Semangka,Watermelon,Jabodetabek,11346.15,10000,12000
2024-05-14,Semangka,Watermelon,Jabodetabek,11360,10000,12000
2024-05-15,Semangka,Watermelon,Jabodetabek,11960,11000,13000
2024-05-16,Semangka,Watermelon,Jabodetabek,12000,11000,13000
2024-05-17,Semangka,Watermelon,Jabodetabek,11625,10000,13000
2024-05-18,Semangka,Watermelon,Jabodetabek,11280,10000,12000
2024-05-19,Semangka,Watermelon,Jabodetabek,11227.27,10000,12000
2024-05-20,Semangka,Watermelon,Jabodetabek,11640,10000,13000
2024-05-21,Semangka,Watermelon,Jabodetabek,11625,10000,13000
2024-05-22,Semangka,Watermelon,Jabodetabek,11608.7,10000,13000
2024-05-23,Semangka,Watermelon,Jabodetabek,11615.38,10000,13000
2024-05-24,Semangka,Watermelon,Jabodetabek,11600,10000,13000
2024-05-25,Semangka,Watermelon,Jabodetabek,11521.74,10000,13000
2024-05-26,Semangka,Watermelon,Jabodetabek,11625,10000,13000
2024-05-27,Semangka,Watermelon,Jabodetabek,11600,10000,13000
2024-05-28,Semangka,Watermelon,Jabodetabek,11500,10000,13000
2024-05-29,Semangka,Watermelon,Jabodetabek,11476.19,10000,13000
2024-05-30,Semangka,Watermelon,Jabodetabek,11520,10000,13000
2024-05-31,Semangka,Watermelon,Jabodetabek,11130.43,10000,12000
2024-06-01,Semangka,Watermelon,Jabodetabek,11608.7,10000,13000
2024-06-02,Semangka,Watermelon,Jabodetabek,11541.67,10000,13000
2024-06-03,Semangka,Watermelon,Jabodetabek,11680,10000,13000
2024-06-04,Semangka,Watermelon,Jabodetabek,11586.21,10000,13000
2024-06-05,Semangka,Watermelon,Jabodetabek,11444.44,10000,13000
2024-06-06,Semangka,Watermelon,Jabodetabek,11111.11,10000,12000
2024-06-07,Semangka,Watermelon,Jabodetabek,11541.67,10000,13000
2024-06-09,Semangka,Watermelon,Jabodetabek,11153.85,10000,12000
2024-06-10,Semangka,Watermelon,Jabodetabek,12384.62,12000,13000
2024-06-11,Semangka,Watermelon,Jabodetabek,11705.88,10000,13000
2024-06-12,Semangka,Watermelon,Jabodetabek,11619.05,10000,13000
2024-06-13,Semangka,Watermelon,Jabodetabek,11833.33,10000,13000
2024-06-14,Semangka,Watermelon,Jabodetabek,11812.5,10000,13000
2024-06-15,Semangka,Watermelon,Jabodetabek,11812.5,10000,13000
2024-06-16,Semangka,Watermelon,Jabodetabek,12500,12000,13000
2024-06-17,Semangka,Watermelon,Jabodetabek,11875,10000,13000
2024-06-18,Semangka,Watermelon,Jabodetabek,12142.86,11000,13000
2024-06-19,Semangka,Watermelon,Jabodetabek,12166.67,11000,13000
2024-06-20,Semangka,Watermelon,Jabodetabek,12117.65,11000,13000
2024-06-21,Semangka,Watermelon,Jabodetabek,12052.63,11000,13000
2024-06-22,Semangka,Watermelon,Jabodetabek,12166.67,11000,13000
2024-06-23,Semangka,Watermelon,Jabodetabek,12187.5,11000,13000
2024-06-24,Semangka,Watermelon,Jabodetabek,12111.11,11000,13000
2024-06-25,Semangka,Watermelon,Jabodetabek,12150,11000,13000
2024-06-26,Semangka,Watermelon,Jabodetabek,12045.45,11000,13000
2024-06-27,Semangka,Watermelon,Jabodetabek,12100,11000,13000
2024-06-28,Semangka,Watermelon,Jabodetabek,12000,11000,13000
2024-06-29,Semangka,Watermelon,Jabodetabek,11687.5,10000,13000
2024-06-30,Semangka,Watermelon,Jabodetabek,12105.26,11000,13000
2024-07-01,Semangka,Watermelon,Jabodetabek,11750,10000,13000
2024-07-02,Semangka,Watermelon,Jabodetabek,11800,10000,13000
2024-07-03,Semangka,Watermelon,Jabodetabek,11789.47,10000,13000
2024-07-04,Semangka,Watermelon,Jabodetabek,12100,11000,13000
2024-07-05,Semangka,Watermelon,Jabodetabek,11684.21,10000,13000
2024-07-06,Semangka,Watermelon,Jabodetabek,11789.47,10000,13000
2024-07-07,Semangka,Watermelon,Jabodetabek,11850,10000,13000
